,ip.src,port.src,ip.dst,port.dst,proto,label,timestamp,ssl_flag,tls_version,sni_flag,cert_chain_len,self_cert_flag,valid_avg,valid_std,expire_flag,age_avg,san_dns_num_avg,consistent_flag,cert_num,fw_pkt_l_max,fw_pkt_l_min ,fw_pkt_l_avg,fw_pkt_l_var,fw_pkt_l_std,fw_byt_s,fw_pkt_s,fw_iat_min,fw_iat_max,fw_iat_avg,fw_iat_std,fw_iat_tot,fw_fin_cnt,fw_syn_cnt,fw_rst_cnt,fw_psh_cnt,fw_ack_cnt,fw_urg_cnt,fw_ece_cnt,fw_cwr_cnt,fw_10_p,fw_20_p,fw_30_p,fw_40_p,fw_50_p,fw_60_p,fw_70_p,fw_80_p,fw_90_p,fw_duration,bw_pkt_l_max,bw_pkt_l_min ,bw_pkt_l_avg,bw_pkt_l_var,bw_pkt_l_std,bw_byt_s,bw_pkt_s,bw_iat_min,bw_iat_max,bw_iat_avg,bw_iat_std,bw_iat_tot,bw_fin_cnt,bw_syn_cnt,bw_rst_cnt,bw_psh_cnt,bw_ack_cnt,bw_urg_cnt,bw_ece_cnt,bw_cwr_cnt,bw_10_p,bw_20_p,bw_30_p,bw_40_p,bw_50_p,bw_60_p,bw_70_p,bw_80_p,bw_90_p,bw_duration,fl_pkt_l_max,fl_pkt_l_min ,fl_pkt_l_avg,fl_pkt_l_var,fl_pkt_l_std,fl_byt_s,fl_pkt_s,fl_iat_min,fl_iat_max,fl_iat_avg,fl_iat_std,fl_iat_tot,fl_fin_cnt,fl_syn_cnt,fl_rst_cnt,fl_psh_cnt,fl_ack_cnt,fl_urg_cnt,fl_ece_cnt,fl_cwr_cnt,fl_10_p,fl_20_p,fl_30_p,fl_40_p,fl_50_p,fl_60_p,fl_70_p,fl_80_p,fl_90_p,fl_duration,fw_hdr_len,bw_hdr_len,down_up_ratio,fw_seg_avg,bw_seg_avg,fl_seg_cnt,conn_state,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,srv_same_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate
60,10.12.20.101,49182,185.130.212.105,443,1,4,172.163699,1,3,1,1,1.0,172800000.0,0.0,0,0.9730172375588311,0.0,0,1,398,40,110.0,15651.0,133.74175542012728,967.9094036798132,8.79917639708921,0.0004270000000019,0.2318360000000154,0.129882285714286,0.1208983811812182,0.9091760000000022,1,2,0,2,7,0,0,0,40.0,40.0,40.0,40.0,40.0,42.400000000000006,50.8,158.8000000000001,280.4,0.9091760000000022,1009,40,192.0,112218.57142857143,361.830991854853,1960.4553974516364,10.210705195060607,0.0,0.2316790000000139,0.0979364285714317,0.1213084411240761,0.6855550000000221,1,1,0,3,7,0,0,0,40.0,40.0,40.0,40.0,40.0,42.4,61.399999999999935,113.60000000000008,482.20000000000033,0.6855550000000221,1009,40,148.26666666666668,62389.39555555554,258.545510408479,2446.1710383908007,16.49845574454227,0.0,0.2316790000000139,0.0606117333333334,0.1036023304057172,0.9091760000000022,2,3,0,5,14,0,0,0,40.0,40.0,40.0,40.0,40.0,41.6,50.39999999999999,150.8000000000001,330.79999999999995,0.9091760000000022,160,140,1.5272727272727273,0,0,0,SF,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
61,10.12.20.101,49183,185.130.212.105,443,1,4,172.845493,1,3,1,1,1.0,172800000.0,0.0,0,0.9730172375614351,0.0,0,1,829,40,217.0,65088.0,268.92378102354576,1409.293151809465,6.4944384876012204,1.3999999993075107e-05,0.7622749999999883,0.1710865555555535,0.2547880359250115,1.5397789999999816,1,2,0,4,9,0,0,0,40.0,40.0,40.0,40.0,46.0,123.1999999999999,280.4,410.6,497.79999999999984,1.5397789999999816,1500,40,662.8571428571429,382336.55102040817,641.6751942728151,7110.680656113504,10.727319955343647,0.0,0.7619689999999935,0.093219928571429,0.2157809819649586,1.3050790000000063,0,1,0,7,14,0,0,0,40.0,40.0,40.0,61.40000000000002,570.0,1107.4,1316.0,1316.0,1316.0,1.3050790000000063,1500,40,477.0833333333333,298466.32638888893,558.0708944107423,7436.107921630579,15.586601757129598,0.0,0.7619689999999935,0.0641576666666665,0.1723563515499848,1.5397839999999974,1,3,0,11,23,0,0,0,40.0,40.0,40.0,40.8,91.5,364.3999999999998,846.9999999999997,1205.6000000000004,1316.0,1.5397839999999974,200,280,4.276497695852535,0,0,0,SF,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
62,10.12.19.102,49187,193.33.133.88,80,1,4,177.293502,0,0,0,0,,0.0,0.0,0,0.0,0.0,0,0,409,40,103.5,18685.25,149.74077600974292,6.485823118631908,0.06266495766794114,0.0002079999999864,74.94699399999999,19.149458400000004,32.359827451851835,95.74729200000002,1,2,0,1,5,0,0,0,40.0,40.0,40.0,40.0,40.0,40.0,46.0,52.0,230.5,95.74729200000002,243,40,81.4,6531.039999999999,90.35374923045528,4.268337074962507,0.0524365734024878,0.0,74.94698,19.0706588,32.41736306087297,95.353294,1,1,0,2,5,0,0,0,40.0,40.0,40.0,40.0,40.0,41.6,43.2,83.80000000000004,163.40000000000003,95.353294,409,40,93.45454545454544,13281.702479338845,120.87130646796504,10.736593949881264,0.11488573292674503,0.0,74.946841,8.704301000000003,22.778731141542806,95.74731100000002,2,3,0,3,10,0,0,0,40.0,40.0,40.0,40.0,40.0,40.0,44.0,52.0,243.0,95.74731100000002,120,100,0.6553945249597424,0,0,0,SF,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
63,10.12.19.102,49188,185.130.212.105,443,1,4,177.847092,1,3,1,1,1.0,172800000.0,0.0,0,0.9730172375642998,0.0,0,1,398,40,106.0,14803.0,130.06811402382326,448.0111580137474,4.2265203586202595,0.000866000000002,0.9619130000000098,0.2704014285714282,0.3264241814310873,1.8928099999999968,1,2,0,2,7,0,0,0,40.0,40.0,40.0,40.0,40.0,42.400000000000006,50.8,139.60000000000008,257.99999999999994,1.8928099999999968,1009,40,192.0,112218.57142857143,361.830991854853,793.2624630445383,4.13157532835697,0.0,0.9622129999999912,0.2420384285714273,0.342008748753037,1.6942689999999914,1,1,0,3,7,0,0,0,40.0,40.0,40.0,40.0,40.0,42.4,61.399999999999935,113.60000000000008,482.20000000000033,1.6942689999999914,1009,40,146.13333333333333,62104.38222222223,257.9542779715226,1158.0665782619508,7.924725672412987,0.0,0.9619130000000098,0.1261873333333331,0.2552078565183069,1.8928099999999968,2,3,0,5,14,0,0,0,40.0,40.0,40.0,40.0,40.0,41.6,50.39999999999999,144.40000000000006,317.99999999999994,1.8928099999999968,160,140,1.5849056603773586,0,0,0,SF,1,2,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
64,10.12.19.102,49190,185.130.212.105,443,1,4,179.416663,1,3,1,1,1.0,172800000.0,0.0,0,0.9730172375665509,0.0,0,1,829,40,200.9090909090909,61760.082644628106,260.64552731457127,1608.5349885473815,8.006282748425882,1.999999994950485e-06,0.6485749999999939,0.1373920999999995,0.214748912123203,1.3739209999999955,1,2,0,4,10,0,0,0,40.0,40.0,40.0,40.0,40.0,52.0,230.0,398.0,461.0,1.3739209999999955,1500,40,509.5,333813.39285714284,599.5759719617241,6788.09680151494,13.323055547625001,0.0,0.6479940000000113,0.075057857142858,0.179624248815244,1.050810000000013,1,1,0,6,14,0,0,0,40.0,40.0,40.0,40.8,87.5,382.19999999999993,1021.3,1132.0,1389.6000000000004,1.050810000000013,1500,40,373.72,237574.2016,497.4667091039024,6800.205833052489,18.19599120478564,0.0,0.6479940000000113,0.0549571600000001,0.1482132052578551,1.373929000000004,2,3,0,10,24,0,0,0,40.0,40.0,40.0,40.0,44.0,170.59999999999985,435.5999999999999,865.0000000000005,1132.0,1.373929000000004,220,280,3.227601809954751,0,0,0,SF,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
65,10.12.19.102,49191,185.130.212.105,443,1,4,180.796639,1,3,1,1,1.0,172800000.0,0.0,0,0.9730172375688947,0.0,0,1,398,40,110.0,15651.0,133.74175542012728,1097.3471632329,9.975883302117273,0.0004550000000165,0.2063339999999982,0.1145619999999983,0.1065566471694712,0.8019339999999886,1,2,0,2,7,0,0,0,40.0,40.0,40.0,40.0,40.0,42.400000000000006,50.8,158.8000000000001,280.4,0.8019339999999886,1009,40,192.0,112218.57142857143,361.830991854853,2234.5774254476373,11.638424090873112,0.0,0.2061999999999955,0.0859222857142835,0.1063290079810693,0.6014559999999847,1,1,0,3,7,0,0,0,40.0,40.0,40.0,40.0,40.0,42.4,61.399999999999935,113.60000000000008,482.20000000000033,0.6014559999999847,1009,40,148.26666666666668,62389.39555555554,258.545510408479,2773.295557988602,18.704781191469888,0.0,0.2061999999999955,0.0534622666666659,0.0913316784546992,0.8019339999999886,2,3,0,5,14,0,0,0,40.0,40.0,40.0,40.0,40.0,41.6,50.39999999999999,150.8000000000001,330.79999999999995,0.8019339999999886,160,140,1.5272727272727273,0,0,0,SF,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
66,10.12.19.102,49192,185.130.212.105,443,1,4,181.392751,1,3,1,1,1.0,172800000.0,0.0,0,0.9730172375711054,0.0,0,1,829,40,176.15384615384616,55629.05325443788,245.4889156200493,1742.0105235692558,9.889142710218483,1.0000000003174137e-05,0.7032739999999933,0.1095477499999996,0.2071433629183231,1.3145729999999958,1,2,0,4,12,0,0,0,40.0,40.0,40.0,40.0,40.0,42.39999999999999,123.19999999999976,330.80000000000024,448.4,1.3145729999999958,1500,40,763.5882352941177,387252.24221453286,641.4479771212481,11706.184772130213,15.330493885387382,0.0,0.7030810000000258,0.0652294705882354,0.1769099842074124,1.108901000000003,1,1,0,8,17,0,0,0,40.0,40.0,43.2,359.0000000000002,1009.0,1242.4,1316.0,1316.0,1500.0,1.108901000000003,1500,40,509.03333333333336,328284.9655555557,582.7564987038835,11616.62034015374,22.820942322350344,0.0,0.7030810000000258,0.0438194,0.1386865116981752,1.3145820000000017,2,3,0,12,29,0,0,0,40.0,40.0,40.0,40.0,91.5,423.19999999999993,882.9999999999995,1316.0,1334.4000000000003,1.3145820000000017,260,340,5.668558951965066,0,0,0,SF,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
67,10.12.22.101,49510,148.163.124.20,443,1,4,240.82995,1,1,1,2,0.0,82771200.0,74995200.0,1,11.521595797208649,0.0,0,2,366,40,44.42424242424242,1162.2063820018363,34.15589872444944,87.35408411924203,1.9663606929979447,0.0,128.181718,0.51048736121673,7.908317415137603,134.258176,0,2,1,4,263,0,0,0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,134.258176,1328,40,1312.0962025316455,19193.661631148847,138.62895872972828,172372.84468673827,131.3721085040492,0.0,4.867038000000008,0.0076119658227848,0.1735412434733937,6.013452999999998,1,1,0,12,790,0,0,0,1328.0,1328.0,1328.0,1328.0,1328.0,1328.0,1328.0,1328.0,1328.0,6.013452999999998,1328,40,994.5768500948768,316369.08470127353,562.7339781600393,7807.971411737339,7.850546100075127,0.0,128.181718,0.1273796736242884,3.9509379429392384,134.258176,1,3,1,16,1053,0,0,0,40.0,40.0,1328.0,1328.0,1328.0,1328.0,1328.0,1328.0,1328.0,134.258176,5280,15800,88.38301500682128,0,0,0,RSTO,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
68,10.12.26.101,49176,103.198.0.2,443,1,4,263.342271,1,3,1,3,0.0,389231999.3333333,239395842.27367026,1,1.5781288887208744,0.0,0,3,989,40,211.7,83929.40999999999,305.3766526766576,4412.42983778013,20.8428428803974,0.0001449999999749,0.1551269999999931,0.0533090000000003,0.0710707742201395,0.4797810000000027,0,2,0,4,9,0,0,0,40.0,40.0,40.0,40.0,46.0,113.59999999999992,206.9,259.40000000000003,513.7999999999998,0.4797810000000027,1500,40,528.9090909090909,362854.6280991736,631.7753484499779,17095.82536282497,32.322804914244536,0.0,0.1548270000000116,0.0309379090909064,0.0596658452223049,0.3403169999999704,0,1,0,5,11,0,0,0,40.0,40.0,40.0,44.0,131.0,219.0,1132.0,1316.0,1316.0,0.3403169999999704,1500,40,377.8571428571428,255131.4557823129,517.5790070814586,16534.143475108045,43.757657590078,0.0,0.1548270000000116,0.0228531428571429,0.052259856580644,0.4799160000000029,0,3,0,9,20,0,0,0,40.0,40.0,40.0,40.0,52.0,206.0,219.0,989.0,1316.0,0.4799160000000029,200,220,2.748228625413321,0,0,0,S1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
69,10.12.26.101,49175,103.198.0.2,443,1,4,263.34228,1,3,1,3,0.0,389231999.3333333,239395842.27367026,1,1.5781288887256073,0.0,0,3,209,40,89.57142857142857,5579.95918367347,80.68427592134903,1352.3540018462522,15.098051057294683,0.0003800000000069,0.153850000000034,0.077272666666668,0.0756111799714057,0.4636360000000081,0,2,0,2,6,0,0,0,40.0,40.0,40.0,40.0,40.0,47.2,82.7999999999999,175.2000000000001,207.2,0.4636360000000081,1316,40,637.5555555555555,371043.1358024691,646.0832204737852,17687.05805473294,27.741987189368505,0.0,0.1536459999999806,0.0360464444444422,0.0643483644452327,0.3244179999999801,0,1,0,6,9,0,0,0,40.0,42.4,78.79999999999998,148.60000000000002,219.0,1096.6,1316.0,1316.0,1316.0,0.3244179999999801,1316,40,397.8125,285051.65234375,551.4119112182229,13728.44213995438,34.50983098810213,0.0,0.1536459999999806,0.0289772500000005,0.0581397151689961,0.4636360000000081,0,3,0,8,15,0,0,0,40.0,40.0,40.0,44.0,91.5,206.0,214.0,1316.0,1316.0,0.4636360000000081,140,180,9.151515151515152,0,0,0,S1,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
70,10.12.20.101,49184,193.33.133.88,80,1,4,288.933285,0,0,0,0,,0.0,0.0,0,0.0,0.0,0,0,409,40,103.5,18685.25,149.74077600974292,7.436865413681386,0.07185377211286363,0.0002379999999675,75.10433599999999,16.700584600000003,32.811246822240626,83.50292300000001,1,2,0,1,5,0,0,0,40.0,40.0,40.0,40.0,40.0,40.0,46.0,52.0,230.5,83.50292300000001,243,40,81.4,6531.039999999999,90.35374923045528,4.896259332456758,0.06015060604983732,0.0,75.104196,16.62493639999999,32.85862461263291,83.12468199999995,1,1,0,2,5,0,0,0,40.0,40.0,40.0,40.0,40.0,41.6,43.2,83.80000000000004,163.40000000000003,83.12468199999995,409,40,93.45454545454544,13281.702479338845,120.87130646796504,12.310943634907428,0.13173188714395107,0.0,75.10406999999998,7.591176454545451,22.50985027108165,83.50294099999996,2,3,0,3,10,0,0,0,40.0,40.0,40.0,40.0,40.0,40.0,44.0,52.0,243.0,83.50294099999996,120,100,0.6553945249597424,0,0,0,SF,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
71,10.12.19.102,49193,193.33.133.88,80,1,4,297.913013,0,0,0,0,,0.0,0.0,0,0.0,0.0,0,0,409,40,103.5,18685.25,149.74077600974292,7.297604122532906,0.07050825239162228,0.0002900000000067,74.99039599999998,17.019284400000004,32.66374977033043,85.09642200000002,1,2,0,1,5,0,0,0,40.0,40.0,40.0,40.0,40.0,40.0,46.0,52.0,230.5,85.09642200000002,243,40,81.4,6531.039999999999,90.35374923045528,4.795450528983558,0.058912168660731665,0.0,74.99032,16.974421799999995,32.692700439858505,84.87210899999997,1,1,0,2,5,0,0,0,40.0,40.0,40.0,40.0,40.0,41.6,43.2,83.80000000000004,163.40000000000003,84.87210899999997,409,40,93.45454545454544,13281.702479338845,120.87130646796504,12.08040737954012,0.1292650595086978,0.0,74.99017399999997,7.736042545454547,22.489150760555702,85.09646800000002,2,3,0,3,10,0,0,0,40.0,40.0,40.0,40.0,40.0,40.0,44.0,52.0,243.0,85.09646800000002,120,100,0.6553945249597424,0,0,0,SF,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
72,10.12.22.101,49511,185.62.190.214,1695,1,4,300.844414,0,0,0,0,,0.0,0.0,0,0.0,0.0,0,0,816,40,139.12307692307692,8163.400236686391,91.0546723973274,7.501661079133398,0.05392104059976457,0.0002169999999637,20.107361000000083,18.83541171875,4.454679564891955,1205.46635,0,2,1,62,64,0,0,0,102.0,111.8,119.2,120.0,127.0,129.0,130.0,163.2,169.6,1205.46635,72,40,55.935483870967744,252.12486992715924,15.942856256569083,5.7946436003827,0.10359512780384297,0.0,19.84706099999994,9.65296362096774,9.757015457467006,1196.967489,0,1,0,61,124,0,0,0,40.0,40.0,40.0,40.0,52.0,72.0,72.0,72.0,72.0,1196.967489,816,40,84.54497354497354,4534.385543517819,67.51669879043115,13.25545088836366,0.15678579497470005,0.0,19.84706099999994,6.378128835978837,9.122133651524264,1205.46635,0,3,1,123,188,0,0,0,40.0,40.0,40.0,72.0,72.0,72.0,103.2,120.0,130.0,1205.46635,1300,2480,0.7670021010726529,0,0,0,RSTO,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
73,10.12.20.101,49185,193.33.133.88,80,1,4,409.611699,0,0,0,0,,0.0,0.0,0,0.0,0.0,0,0,409,40,103.5,18685.25,149.74077600974292,8.502095479025105,0.0821458500388899,0.0004160000000297,72.32795900000002,14.6081634,32.26652008547484,73.040817,1,2,0,1,5,0,0,0,40.0,40.0,40.0,40.0,40.0,40.0,46.0,52.0,230.5,73.040817,243,40,81.4,6531.039999999999,90.35374923045528,5.588515055068223,0.06865497610648923,0.0,72.32805400000001,14.565586600000008,32.29044823929517,72.82793300000003,1,1,0,2,5,0,0,0,40.0,40.0,40.0,40.0,40.0,41.6,43.2,83.80000000000004,163.40000000000003,72.82793300000003,409,40,93.45454545454544,13281.702479338845,120.87130646796504,14.074322306663134,0.15060072507129815,0.0,72.32795900000002,6.640074272727273,21.786483775620663,73.040817,2,3,0,3,10,0,0,0,40.0,40.0,40.0,40.0,40.0,40.0,44.0,52.0,243.0,73.040817,120,100,0.6553945249597424,0,0,0,SF,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
74,10.12.19.102,49194,193.33.133.88,80,1,4,418.420384,0,0,0,0,,0.0,0.0,0,0.0,0.0,0,0,409,40,103.5,18685.25,149.74077600974292,8.301853466992373,0.08021114460862196,0.0004350000000385,73.93125200000003,14.9605146,32.96597459718347,74.802573,1,2,0,1,5,0,0,0,40.0,40.0,40.0,40.0,40.0,40.0,46.0,52.0,230.5,74.802573,243,40,81.4,6531.039999999999,90.35374923045528,5.457807533810011,0.06704923260208859,0.0,73.931398,14.9144138,32.9919552914339,74.572069,1,1,0,2,5,0,0,0,40.0,40.0,40.0,40.0,40.0,41.6,43.2,83.80000000000004,163.40000000000003,74.572069,409,40,93.45454545454544,13281.702479338845,120.87130646796504,13.742842776277229,0.14705376511580692,0.0,73.93125200000003,6.800233909090909,22.26529060163501,74.802573,2,3,0,3,10,0,0,0,40.0,40.0,40.0,40.0,40.0,40.0,44.0,52.0,243.0,74.802573,120,100,0.6553945249597424,0,0,0,SF,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
75,10.12.20.101,49186,185.130.212.105,443,1,4,474.369529,1,3,1,1,1.0,172800000.0,0.0,0,0.9730172375883045,0.0,0,1,398,40,110.0,15651.0,133.74175542012728,925.137456502767,8.410340513661518,0.000362999999993,0.2419849999999996,0.1358871428571433,0.1264090541132652,0.9512100000000032,1,2,0,2,7,0,0,0,40.0,40.0,40.0,40.0,40.0,42.400000000000006,50.8,158.8000000000001,280.4,0.9512100000000032,1009,40,192.0,112218.57142857143,361.830991854853,1881.6492992116216,9.800256766727196,0.0,0.2418120000000385,0.1020381428571438,0.126379088599122,0.7142670000000066,1,1,0,3,7,0,0,0,40.0,40.0,40.0,40.0,40.0,42.4,61.399999999999935,113.60000000000008,482.20000000000033,0.7142670000000066,1009,40,148.26666666666668,62389.39555555554,258.545510408479,2338.074662797902,15.769388463115346,0.0,0.2418120000000385,0.0634140000000002,0.1083906642955446,0.9512100000000032,2,3,0,5,14,0,0,0,40.0,40.0,40.0,40.0,40.0,41.6,50.39999999999999,150.8000000000001,330.79999999999995,0.9512100000000032,160,140,1.5272727272727273,0,0,0,SF,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
76,10.12.20.101,49187,185.130.212.105,443,1,4,475.08711,1,3,1,1,1.0,172800000.0,0.0,0,0.9730172375903299,0.0,0,1,893,40,223.4,73290.24000000002,285.36573024804505,1570.800271409515,7.031335145073925,0.0004729999999995,0.7103599999999801,0.1580227777777799,0.2359705137457686,1.4222050000000197,1,2,0,4,9,0,0,0,40.0,40.0,40.0,40.0,46.0,123.1999999999999,280.4,410.6,504.1999999999998,1.4222050000000197,1009,40,208.55555555555557,99640.91358024692,334.8074488086814,1579.3773870517894,7.572933661942517,0.0,0.7102100000000178,0.1320492222222229,0.2393266119771227,1.1884430000000066,1,1,0,3,9,0,0,0,40.0,40.0,40.0,40.0,40.0,43.2,96.19999999999996,275.8000000000001,596.2,1.1884430000000066,1009,40,216.3684210526316,85827.07479224376,300.9904410675447,2890.565618511434,13.359461627759,0.0,0.7102100000000178,0.0748533157894736,0.1769087709382899,1.4222129999999993,2,3,0,7,18,0,0,0,40.0,40.0,40.0,40.0,40.0,50.39999999999999,190.4,423.2000000000001,572.9999999999998,1.4222129999999993,200,180,0.8401969561324978,0,0,0,SF,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
77,10.12.20.101,49188,185.130.212.105,443,1,4,476.512132,1,3,1,1,1.0,172800000.0,0.0,0,0.9730172375926561,0.0,0,1,398,40,110.0,15651.0,133.74175542012728,923.8457177651342,8.398597434228492,0.0004809999999793,0.2517530000000079,0.1360771428571427,0.1267553373885286,0.952539999999999,1,2,0,2,7,0,0,0,40.0,40.0,40.0,40.0,40.0,42.400000000000006,50.8,158.8000000000001,280.4,0.952539999999999,1009,40,192.0,112218.57142857143,361.830991854853,1875.4160032707143,9.767791683701638,0.0,0.2516279999999824,0.1023772857142911,0.1270060045663183,0.7166410000000383,1,1,0,3,7,0,0,0,40.0,40.0,40.0,40.0,40.0,42.4,61.399999999999935,113.60000000000008,482.20000000000033,0.7166410000000383,1009,40,148.26666666666668,62389.39555555554,258.545510408479,2334.810086715521,15.747370189178422,0.0,0.2516279999999824,0.0635026666666666,0.1086522131768873,0.952539999999999,2,3,0,5,14,0,0,0,40.0,40.0,40.0,40.0,40.0,41.6,50.39999999999999,150.8000000000001,330.79999999999995,0.952539999999999,160,140,1.5272727272727273,0,0,0,SF,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
78,10.12.20.101,49189,185.130.212.105,443,1,4,477.238102,1,3,1,1,1.0,172800000.0,0.0,0,0.9730172375964352,0.0,0,1,877,40,221.8,71170.56000000001,281.2088192073641,1412.2135460440222,6.367058368097486,1.1999999969702912e-05,0.8850480000000402,0.1745093333333329,0.2881790099283044,1.5705839999999966,1,2,0,4,9,0,0,0,40.0,40.0,40.0,40.0,46.0,123.1999999999999,280.4,410.6,502.5999999999999,1.5705839999999966,1009,40,208.55555555555557,99640.91358024692,334.8074488086814,1393.9233260480837,6.6837026821698196,0.0,0.8848140000000058,0.1496176666666681,0.2928657753664649,1.3465590000000134,1,1,0,3,9,0,0,0,40.0,40.0,40.0,40.0,40.0,43.2,96.19999999999996,275.8000000000001,596.2,1.3465590000000134,1009,40,215.52631578947367,84700.24930747921,299.00805794066866,2607.298781159484,12.097356982180756,0.0,0.8848140000000058,0.0826626842105252,0.2118689259731254,1.570590999999979,2,3,0,7,18,0,0,0,40.0,40.0,40.0,40.0,40.0,50.39999999999999,190.4,423.2000000000001,569.7999999999997,1.570590999999979,200,180,0.8462578899909828,0,0,0,SF,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
79,10.12.19.102,49195,185.130.212.105,443,1,4,482.611812,1,3,1,1,1.0,172800000.0,0.0,0,0.9730172375987558,0.0,0,1,398,40,110.0,15651.0,133.74175542012728,1086.7363824521317,9.87942165865574,0.0006230000000186,0.2052959999999757,0.1156805714285756,0.1073695311387261,0.8097640000000297,1,2,0,2,7,0,0,0,40.0,40.0,40.0,40.0,40.0,42.400000000000006,50.8,158.8000000000001,280.4,0.8097640000000297,1009,40,192.0,112218.57142857143,361.830991854853,2197.3781877516835,11.444678061206684,0.0,0.2051420000000234,0.0873768571428529,0.1079398716005368,0.6116379999999708,1,1,0,3,7,0,0,0,40.0,40.0,40.0,40.0,40.0,42.4,61.399999999999935,113.60000000000008,482.20000000000033,0.6116379999999708,1009,40,148.26666666666668,62389.39555555554,258.545510408479,2746.479221106296,18.52391560997951,0.0,0.2051420000000234,0.0539842666666686,0.0921298844198151,0.8097640000000297,2,3,0,5,14,0,0,0,40.0,40.0,40.0,40.0,40.0,41.6,50.39999999999999,150.8000000000001,330.79999999999995,0.8097640000000297,160,140,1.5272727272727273,0,0,0,SF,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
