253,61.565573000,6,10.12.28.101,74.220.219.67,49164,80,,,52,20,0x00000002,32,,0,0,,,
254,61.643451000,6,74.220.219.67,10.12.28.101,80,49164,,,44,20,0x00000012,24,,0,1,,,
255,61.643667000,6,10.12.28.101,74.220.219.67,49164,80,,,40,20,0x00000010,20,,0,1,,,
256,61.644283000,6,10.12.28.101,74.220.219.67,49164,80,,,302,20,0x00000018,20,,0,1,,,
257,61.644328000,6,74.220.219.67,10.12.28.101,80,49164,,,40,20,0x00000010,20,,0,263,,,
258,62.531330000,6,74.220.219.67,10.12.28.101,80,49164,,,356,20,0x00000018,20,,0,263,,,
259,62.531551000,6,10.12.28.101,74.220.219.67,49164,80,,,40,20,0x00000010,20,,0,317,,,
345,72.524640000,6,74.220.219.67,10.12.28.101,80,49164,,,40,20,0x00000019,20,,0,263,,,
346,72.524739000,6,10.12.28.101,74.220.219.67,49164,80,,,40,20,0x00000010,20,,0,318,,,
407,180.906872000,6,10.12.28.101,74.220.219.67,49164,80,,,40,20,0x00000011,20,,0,318,,,
408,180.906873000,6,74.220.219.67,10.12.28.101,80,49164,,,40,20,0x00000010,20,,0,264,,,
