1,0.000000000,17,10.12.27.102,10.12.27.1,,,65060,53,79,20,,,,,
2,0.149277000,17,10.12.27.1,10.12.27.102,,,53,65060,109,20,,,,,
104,78.365654000,17,10.12.27.102,10.12.27.1,,,49919,53,58,20,,,,,
105,78.660457000,17,10.12.27.1,10.12.27.102,,,53,49919,74,20,,,,,
113,84.951629000,17,10.12.27.102,10.12.27.1,,,64320,53,73,20,,,,,
114,85.095606000,17,10.12.27.1,10.12.27.102,,,53,64320,89,20,,,,,
